时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 95.8 	 21.35 	 302 	-1.13 	 142.9 	 301 	 230 	 179 	 5405 	-7 
 .2 	 .02 	 95.9 	 21.28 	 30 	-1.103 	 143.5 	 301 	 230 	 179 	 5406 	-6.6 
 .4 	 .04 	 96 	 21.33 	 31 	-1.118 	 143.1 	 300 	 230 	 180 	 5404 	-6.9 
 .61 	 .06 	 95.7 	 21.21 	 30 	-1.102 	 142.3 	 302 	 230 	 180 	 5404 	-6.6 
 .81 	 .08 	 95.5 	 21.42 	 30 	-1.124 	 142.6 	 301 	 230 	 180 	 5404 	-7 
 1.01 	 .1 	 95.6 	 21.58 	 31 	-1.131 	 143.1 	 301 	 230 	 180 	 5403 	-6.3 
 1.21 	 .12 	 95.8 	 22.1 	 32 	-1.105 	 142.5 	 301 	 230 	 180 	 5405 	-6.3 
 1.41 	 .14 	 95.9 	 22.36 	 32 	-1.056 	 143 	 301 	 230 	 180 	 5405 	-6.5 
 1.62 	 .16 	 95.9 	 22.55 	 33 	-1.085 	 143.3 	 301 	 230 	 181 	 5404 	-6.8 
 1.82 	 .18 	 95.8 	 23.21 	 33 	-1.046 	 142.9 	 301 	 230 	 181 	 5407 	-7.3 
 2.02 	 .2 	 95.9 	 23.27 	 33 	-1.061 	 142.3 	 301 	 231 	 179 	 5407 	-6.8 
 2.22 	 .22 	 95.6 	 23.68 	 34 	-1.031 	 142.9 	 301 	 230 	 180 	 5405 	-6.6 
 2.42 	 .24 	 95.7 	 24.01 	 35 	-1.023 	 142.9 	 301 	 230 	 180 	 5404 	-6.9 
 2.63 	 .26 	 95.9 	 24.02 	 34 	-.995 	 142 	 301 	 231 	 181 	 5405 	-6.5 
 2.83 	 .28 	 95.8 	 24.24 	 35 	-.995 	 143.3 	 301 	 231 	 179 	 5406 	-7 
 3.03 	 .3 	 95.9 	 24.36 	 34 	-.987 	 143.5 	 301 	 231 	 180 	 5404 	-6.8 
 3.23 	 .32 	 95.7 	 24.32 	 34 	-.977 	 142.4 	 301 	 231 	 180 	 5403 	-6.6 
 3.43 	 .34 	 95.9 	 24.3 	 34 	-.97 	 142.9 	 301 	 230 	 181 	 5405 	-6.4 
 3.64 	 .36 	 95.8 	 24.32 	 34 	-.982 	 142.9 	 300 	 231 	 181 	 5405 	-7.1 
 3.84 	 .38 	 96 	 24.36 	 34 	-.978 	 142.6 	 300 	 230 	 181 	 5404 	-6.8 
 4.04 	 .4 	 95.9 	 24.19 	 34 	-.986 	 142.4 	 300 	 230 	 180 	 5405 	-6.8 
 4.24 	 .42 	 95.9 	 24.15 	 34 	-.979 	 143.8 	 301 	 230 	 181 	 5405 	-6.8 
 4.44 	 .44 	 95.9 	 24.23 	 34 	-.985 	 142.8 	 301 	 230 	 180 	 5403 	-6.5 
