时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 96.2 	 21.23 	 300 	-.596 	 143.2 	 301 	 232 	 184 	 5406 	-7.1 
 .2 	 .02 	 96.2 	 21.18 	 30 	-.609 	 143 	 301 	 232 	 185 	 5405 	-7 
 .4 	 .04 	 96.2 	 21.26 	 31 	-.61 	 144 	 302 	 232 	 184 	 5405 	-6.8 
 .61 	 .06 	 96.2 	 21.36 	 30 	-.611 	 142.5 	 301 	 232 	 185 	 5404 	-6.4 
 .81 	 .08 	 96 	 21.62 	 31 	-.601 	 143.1 	 301 	 233 	 185 	 5407 	-6.9 
 1.01 	 .1 	 95.9 	 21.96 	 32 	-.596 	 143.3 	 301 	 233 	 185 	 5405 	-7 
 1.21 	 .12 	 96.1 	 22.78 	 32 	-.571 	 142.3 	 301 	 232 	 185 	 5405 	-7 
 1.41 	 .14 	 96.3 	 23.09 	 33 	-.561 	 143.2 	 301 	 233 	 186 	 5406 	-6.5 
 1.62 	 .16 	 96.3 	 23.43 	 34 	-.533 	 143.1 	 301 	 233 	 185 	 5404 	-7.3 
 1.82 	 .18 	 96.1 	 23.96 	 34 	-.517 	 142.9 	 301 	 232 	 185 	 5404 	-6.4 
 2.02 	 .2 	 96.5 	 24.64 	 35 	-.495 	 143.6 	 300 	 233 	 185 	 5403 	-7 
 2.22 	 .22 	 96.2 	 24.79 	 36 	-.485 	 142.4 	 301 	 233 	 185 	 5406 	-6.9 
 2.42 	 .24 	 96.3 	 25.09 	 36 	-.463 	 143.1 	 301 	 233 	 185 	 5404 	-6.8 
 2.63 	 .26 	 96.4 	 25.58 	 37 	-.439 	 143.3 	 301 	 233 	 185 	 5403 	-6.6 
 2.83 	 .28 	 96.2 	 25.72 	 36 	-.408 	 142.6 	 301 	 232 	 185 	 5401 	-7 
 3.03 	 .3 	 96.1 	 25.7 	 37 	-.408 	 143.1 	 301 	 233 	 185 	 5402 	-6.9 
 3.23 	 .32 	 96.3 	 25.63 	 37 	-.406 	 143.5 	 300 	 232 	 185 	 5403 	-6.8 
 3.43 	 .34 	 96.2 	 25.62 	 37 	-.406 	 142.5 	 301 	 233 	 185 	 5403 	-6.5 
 3.64 	 .36 	 96.2 	 25.79 	 36 	-.406 	 143.5 	 301 	 233 	 185 	 5407 	-7.1 
 3.84 	 .38 	 96.3 	 25.65 	 36 	-.405 	 142.9 	 301 	 233 	 186 	 5405 	-6.8 
 4.04 	 .4 	 96.5 	 25.48 	 36 	-.381 	 142.5 	 301 	 233 	 186 	 5404 	-6.6 
 4.24 	 .42 	 96.4 	 25.35 	 36 	-.393 	 143.8 	 300 	 233 	 185 	 5406 	-6.5 
 4.44 	 .44 	 96.1 	 25.43 	 35 	-.372 	 142.8 	 300 	 233 	 186 	 5405 	-6.9 
 4.65 	 .46 	 96.3 	 24.98 	 34 	-.402 	 142.8 	 301 	 233 	 186 	 5403 	-6.8 
 4.85 	 .48 	 96.3 	 24.42 	 34 	-.416 	 143.4 	 301 	 232 	 186 	 5407 	-7 
 5.05 	 .5 	 96.2 	 24.2 	 33 	-.422 	 142.6 	 301 	 233 	 185 	 5405 	-7.1 
 5.25 	 .52 	 96.2 	 23.48 	 32 	-.426 	 143.3 	 301 	 232 	 186 	 5405 	-6.6 
 5.45 	 .54 	 96.3 	 22.5 	 31 	-.483 	 143.2 	 301 	 232 	 185 	 5401 	-6.8 
 5.66 	 .56 	 96.4 	 21.8 	 30 	-.493 	 142.5 	 301 	 233 	 184 	 5406 	-6.9 
 5.86 	 .58 	 96.3 	 21.35 	 29 	-.519 	 143.3 	 301 	 232 	 185 	 5406 	-6.8 
 6.06 	 .6 	 96.2 	 20.33 	 29 	-.547 	 143.3 	 301 	 231 	 185 	 5404 	-6.8 
 6.26 	 .62 	 96.2 	 19.78 	 27 	-.567 	 142.9 	 301 	 232 	 185 	 5403 	-6.5 
 6.46 	 .64 	 96.1 	 19.62 	 27 	-.586 	 143.2 	 301 	 231 	 185 	 5404 	-7 
 6.67 	 .66 	 96 	 18.62 	 26 	-.634 	 142.9 	 302 	 232 	 184 	 5405 	-6.6 
 6.87 	 .68 	 96 	 18.33 	 25 	-.658 	 143 	 301 	 232 	 185 	 5404 	-7.1 
 7.07 	 .7 	 96.1 	 17.91 	 24 	-.679 	 142.9 	 301 	 232 	 185 	 5402 	-6.5 
 7.27 	 .72 	 96.1 	 17.59 	 24 	-.699 	 142.8 	 301 	 231 	 184 	 5403 	-6.5 
 7.47 	 .74 	 96.2 	 17 	 24 	-.721 	 143.2 	 302 	 231 	 184 	 5406 	-6.8 
 7.68 	 .76 	 96.3 	 17.01 	 23 	-.731 	 143.2 	 302 	 231 	 185 	 5405 	-6.6 
 7.88 	 .78 	 96.2 	 16.78 	 24 	-.74 	 142.9 	 301 	 232 	 184 	 5405 	-6.9 
 8.08 	 .8 	 96 	 16.61 	 24 	-.76 	 143.5 	 301 	 231 	 185 	 5403 	-6.5 
 8.28 	 .82 	 96 	 16.5 	 23 	-.763 	 143.3 	 302 	 232 	 184 	 5405 	-7 
 8.48 	 .84 	 96 	 16.67 	 23 	-.758 	 142.5 	 302 	 231 	 185 	 5403 	-6.8 
 8.69 	 .86 	 95.9 	 16.51 	 24 	-.768 	 143.5 	 302 	 231 	 184 	 5408 	-7 
 8.89 	 .88 	 95.7 	 16.56 	 23 	-.75 	 142.8 	 301 	 231 	 184 	 5404 	-6.6 
 9.09 	 .9 	 96 	 16.64 	 23 	-.751 	 143.2 	 301 	 231 	 184 	 5401 	-6.6 
 9.29 	 .92 	 96.1 	 16.72 	 24 	-.768 	 143.5 	 302 	 231 	 184 	 5405 	-6.6 
 9.49 	 .94 	 96.2 	 16.99 	 25 	-.758 	 142.9 	 301 	 231 	 185 	 5405 	-7 
 9.7 	 .96 	 96 	 17.26 	 25 	-.744 	 143.3 	 301 	 232 	 185 	 5401 	-6.6 
 9.9 	 .98 	 96.2 	 17.93 	 26 	-.723 	 143.5 	 301 	 232 	 185 	 5404 	-6.8 
 10.1 	 1.01 	 96 	 18.31 	 27 	-.686 	 142.6 	 301 	 232 	 185 	 5404 	-6.6 
 10.3 	 1.03 	 96.2 	 19.61 	 29 	-.647 	 143.5 	 301 	 232 	 186 	 5409 	-6.9 
 10.5 	 1.05 	 96.2 	 20.06 	 29 	-.622 	 142.9 	 301 	 232 	 185 	 5406 	-6.8 
 10.71 	 1.07 	 96.1 	 20.72 	 30 	-.609 	 142.7 	 301 	 233 	 185 	 5404 	-6.3 
 10.91 	 1.09 	 96.3 	 21.64 	 31 	-.539 	 143.5 	 301 	 232 	 186 	 5403 	-7 
 11.11 	 1.11 	 95.9 	 22.31 	 32 	-.533 	 143.2 	 301 	 232 	 186 	 5406 	-6.8 
 11.31 	 1.13 	 96.1 	 22.56 	 33 	-.506 	 143.1 	 301 	 233 	 186 	 5406 	-6.8 
 11.51 	 1.15 	 96.3 	 23.64 	 34 	-.457 	 143.4 	 300 	 233 	 185 	 5408 	-6.9 
 11.72 	 1.17 	 96.3 	 24.15 	 35 	-.449 	 142.6 	 301 	 233 	 186 	 5401 	-6.4 
 11.92 	 1.19 	 96.3 	 24.39 	 36 	-.414 	 143.5 	 301 	 233 	 186 	 5405 	-7.1 
 12.12 	 1.21 	 96.6 	 24.77 	 35 	-.421 	 143.3 	 301 	 233 	 186 	 5403 	-6.6 
 12.32 	 1.23 	 96.3 	 25.33 	 36 	-.383 	 142.5 	 300 	 233 	 186 	 5404 	-6.6 
 12.52 	 1.25 	 96.4 	 25.49 	 36 	-.374 	 143.4 	 301 	 232 	 186 	 5403 	-6.9 
 12.73 	 1.27 	 96.2 	 25.77 	 37 	-.363 	 143 	 301 	 233 	 186 	 5406 	-6.9 
 12.93 	 1.29 	 96.1 	 25.9 	 37 	-.329 	 142.7 	 301 	 233 	 186 	 5404 	-7 
 13.13 	 1.31 	 96.4 	 25.86 	 37 	-.338 	 143.9 	 300 	 233 	 186 	 5404 	-6.5 
 13.33 	 1.33 	 96.3 	 25.95 	 37 	-.339 	 142.4 	 301 	 232 	 186 	 5404 	-6.6 
 13.53 	 1.35 	 96.3 	 25.83 	 37 	-.327 	 143.1 	 301 	 233 	 186 	 5406 	-6.5 
 13.74 	 1.37 	 96.4 	 25.98 	 36 	-.328 	 144 	 301 	 233 	 186 	 5404 	-6.6 
 13.94 	 1.39 	 96.6 	 25.65 	 37 	-.328 	 142.4 	 300 	 233 	 186 	 5404 	-6.5 
 14.14 	 1.41 	 96.5 	 25.75 	 36 	-.344 	 143.2 	 300 	 233 	 185 	 5407 	-7.1 
 14.34 	 1.43 	 96.4 	 25.53 	 36 	-.317 	 143.3 	 300 	 233 	 185 	 5406 	-6.8 
 14.54 	 1.45 	 96.4 	 25.28 	 36 	-.306 	 142.6 	 301 	 233 	 186 	 5405 	-7.1 
 14.75 	 1.47 	 96.1 	 24.86 	 35 	-.32 	 143.4 	 301 	 233 	 186 	 5404 	-6.5 
 14.95 	 1.49 	 96.2 	 24.14 	 33 	-.354 	 143 	 301 	 233 	 185 	 5403 	-6.6 
 15.15 	 1.51 	 96.2 	 23.56 	 33 	-.361 	 142.8 	 301 	 233 	 186 	 5405 	-6.6 
 15.35 	 1.53 	 96.3 	 23.02 	 32 	-.368 	 143.7 	 301 	 232 	 185 	 5404 	-6.8 
 15.55 	 1.55 	 96.5 	 22.51 	 31 	-.39 	 143 	 302 	 232 	 185 	 5407 	-7 
 15.76 	 1.57 	 96.4 	 21.47 	 30 	-.437 	 143 	 301 	 231 	 186 	 5406 	-6.9 
 15.96 	 1.59 	 96.3 	 20.82 	 29 	-.463 	 143.4 	 301 	 232 	 185 	 5402 	-6.1 
 16.16 	 1.61 	 96.5 	 20.52 	 29 	-.477 	 142.7 	 301 	 232 	 185 	 5404 	-6.8 
 16.36 	 1.63 	 96.2 	 19.45 	 27 	-.509 	 143.3 	 302 	 232 	 185 	 5404 	-7 
 16.56 	 1.65 	 96 	 19.06 	 26 	-.532 	 143.7 	 301 	 232 	 184 	 5407 	-7.1 
 16.77 	 1.67 	 96 	 18.79 	 26 	-.56 	 142.6 	 301 	 232 	 185 	 5402 	-6.8 
