时间(S)	振次	轴位移(mm)	力(kN)	应力(kPa)	变形(mm)	侧位移(mm)	围压(kPa)	孔压(kPa)	反压(kPa)	体变(ml)	小体变(ml)
0.00	0.00	 97.6 	 21.33 	 302 	 1.356 	 143.9 	 301 	 240 	 197 	 5405 	-7 
 .2 	 .02 	 98 	 21.27 	 30 	 1.361 	 143 	 301 	 240 	 197 	 5402 	-6.8 
 .4 	 .04 	 97.9 	 21.18 	 31 	 1.378 	 144 	 302 	 240 	 196 	 5406 	-6.9 
 .61 	 .06 	 97.7 	 21.81 	 31 	 1.362 	 143.8 	 301 	 240 	 197 	 5405 	-6.8 
 .81 	 .08 	 97.7 	 22.28 	 32 	 1.38 	 143.4 	 301 	 240 	 196 	 5403 	-6.8 
 1.01 	 .1 	 97.7 	 22.76 	 33 	 1.408 	 144.3 	 301 	 240 	 197 	 5404 	-6.8 
 1.21 	 .12 	 97.7 	 24.23 	 34 	 1.489 	 143.7 	 301 	 240 	 198 	 5404 	-6.8 
 1.41 	 .14 	 97.7 	 25.08 	 37 	 1.522 	 143.9 	 301 	 240 	 197 	 5406 	-6.6 
 1.62 	 .16 	 97.8 	 25.76 	 37 	 1.562 	 144.2 	 301 	 240 	 197 	 5406 	-6.5 
 1.82 	 .18 	 97.8 	 27.06 	 38 	 1.611 	 143.4 	 302 	 240 	 197 	 5404 	-6.6 
 2.02 	 .2 	 97.9 	 27.53 	 39 	 1.67 	 144.2 	 301 	 239 	 197 	 5403 	-6.5 
 2.22 	 .22 	 98.1 	 28.03 	 40 	 1.681 	 143.5 	 301 	 240 	 197 	 5407 	-6.9 
 2.42 	 .24 	 98 	 28.37 	 40 	 1.691 	 143.9 	 301 	 240 	 197 	 5405 	-6.8 
 2.63 	 .26 	 98 	 28.95 	 41 	 1.742 	 144 	 301 	 239 	 197 	 5400 	-7.3 
 2.83 	 .28 	 98.2 	 29.05 	 41 	 1.765 	 143.5 	 301 	 240 	 196 	 5402 	-7 
 3.03 	 .3 	 98.1 	 29.29 	 41 	 1.761 	 143.9 	 301 	 240 	 196 	 5404 	-6.8 
 3.23 	 .32 	 98 	 29.06 	 42 	 1.787 	 143.9 	 301 	 240 	 197 	 5404 	-7 
 3.43 	 .34 	 98 	 29.45 	 41 	 1.772 	 143.9 	 301 	 240 	 197 	 5402 	-6.5 
 3.64 	 .36 	 98.1 	 29.17 	 41 	 1.782 	 144.4 	 302 	 239 	 197 	 5405 	-6.5 
 3.84 	 .38 	 97.9 	 29.11 	 41 	 1.788 	 143.2 	 301 	 239 	 196 	 5404 	-7 
 4.04 	 .4 	 97.8 	 28.82 	 41 	 1.781 	 143.7 	 302 	 239 	 197 	 5403 	-6.9 
